Rank,Name,Genre,Platform,Publisher,Developer_x,Year,Total_Sales
9917,Dr. Muto,Platform,PS2,Midway Games,Midway,2002.0,0.16
9918,Naruto Shippuden: Ultimate Ninja Storm Legacy,Fighting,PS4,Namco Bandai Games,CyberConnect2,2017.0,0.16
9919,Warriors Orochi 3,Action,X360,Tecmo Koei,Omega Force,2012.0,0.16
9920,Tumblestone,Puzzle,PC,Unknown,The Quantum Astrophysicists Guild,2012.0,0.16
9921,DS Rakubiki Jiten,Misc,DS,Nintendo,Nintendo,2005.0,0.16
9922,Fatal Frame II: Crimson Butterfly,Action,PS2,Tecmo,Tecmo,2003.0,0.16
9923,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,Adventure,PS2,Activision,Sand Grain Studios,2005.0,0.16
9924,Berserk and the Band of the Hawk,Action,PS4,Tecmo Koei,Omega Force,2017.0,0.16
9925,Dewy's Adventure,Platform,Wii,Konami,Konami,2007.0,0.16
9926,Bulletstorm,Shooter,PC,Electronic Arts,People Can Fly,2011.0,0.16
9927,Just Cause 3,Action-Adventure,PC,Square Enix,Avalanche Studios,2015.0,0.16
9928,Shadow Man: 2econd Coming,Adventure,PS2,Acclaim Entertainment,Acclaim Studios Teesside,2002.0,0.16
9929,Yu-Gi-Oh! 5D's Tag Force 6,Strategy,PSP,Konami,Konami,2011.0,0.16
9930,Dynasty Warriors 4,Action,XB,KOEI,Omega Force,2003.0,0.16
9931,Cowboy zombie,Puzzle,PC,Unknown,Unknown,2003.0,0.16
9932,Infinifactory,Puzzle,PC,Unknown,Zachtronics Industries,2003.0,0.16
9933,TimeShift,Shooter,PS3,Sierra Entertainment,Saber Interactive,2007.0,0.16
9934,Witch It,Action-Adventure,PC,Unknown,Barrel Roll Games,2007.0,0.16
9935,Wakeboarding Unleashed Featuring Shaun Murray,Sports,PS2,Activision,Shaba Games,2003.0,0.16
9936,Rudolph the Red-Nosed Reindeer,Action,Wii,Crave Entertainment,High Voltage Software,2010.0,0.16
9937,The Incredibles: Rise of the Underminer,Action,GC,THQ,Heavy Iron Studios,2005.0,0.16
9938,Jikkyou Powerful Pro Yakyuu 3 '97 Haru,Sports,SNES,Konami,Diamond Head,1997.0,0.16
9939,Alone in the Dark: The New Nightmare,Adventure,PS,Infogrames,Darkworks,2001.0,0.16
9940,Just Dance: Disney Party,Music,X360,Ubisoft,Land Ho!,2012.0,0.16
9941,The BIGS,Sports,PS3,2K Sports,Blue Castle Games,2007.0,0.16
9942,The King of Fighters XII,Fighting,PS3,Ignition Entertainment,SNK Playmore Corporation,2009.0,0.16
9943,Flushed Away,Platform,GC,D3 Publisher,Monkey Bar Games,2006.0,0.16
9944,Adventure Time: Explore the Dungeon Because I Don't Know!,Action-Adventure,3DS,D3Publisher,Way Forward,2013.0,0.16
9945,Summon Night EX-Thesis: Yoake no Tsubasa,Role-Playing,PS2,Banpresto,Flight-Plan,2005.0,0.16
9946,Pro Yakyuu Spirits 3,Sports,PS2,Konami,PawaPuro Production,2006.0,0.16
9947,Sid Meier's Pirates!,Strategy,Wii,2K Games,Firaxis Games,2010.0,0.16
9948,Our House,Strategy,DS,Majesco,Majesco,2009.0,0.16
9949,Bunch of Heroes,Action,PC,Unknown,NGD Studios,2011.0,0.16
9950,Silent Scope 3,Shooter,PS2,Konami,Konami Computer Entertainment Tokyo,2002.0,0.16
9951,NASCAR Heat 2002,Racing,GBA,Infogrames,Crawfish Interactive,2002.0,0.16
9952,Namco Classic Fighter Collection,Fighting,PS2,Namco Bandai,Namco Bandai Games,2008.0,0.16
9953,Grease Dance,Misc,X360,505 Games,505 Games,2011.0,0.16
9954,Tak: Mojo Mistake,Action,DS,THQ,THQ,2008.0,0.16
9955,International Superstar Soccer Deluxe,Sports,SNES,Konami,Konami,1995.0,0.16
9956,Eragon,Role-Playing,DS,Sierra Entertainment,Amaze Entertainment,2006.0,0.16
9957,BlazBlue: Chrono Phantasma Extend,Fighting,PS4,Aksys Games,Arc System Works,2015.0,0.16
9958,Bakugan Battle Brawlers: Defenders of the Core,Action,Wii,Activision,Now Production,2010.0,0.16
9959,Intellivision Lives!,Misc,PS2,Crave Entertainment,Realtime Associates,2003.0,0.16
9960,Only One Hope,Action-Adventure,PC,Unknown,Unknown,2003.0,0.16
9961,World Series of Poker: Tournament of Champions 2007 Edition,Misc,X360,Activision,Left Field Productions,2006.0,0.16
9962,Robots,Action,GC,VU Games,Eurocom Entertainment Software,2005.0,0.16
9963,Klonoa,Platform,Wii,Namco Bandai,Paon Corporation,2009.0,0.16
9964,Watchmen: The End is Nigh - The Complete Experience,Action,PS3,Warner Bros. Interactive,Deadline Games,2009.0,0.16
9965,Heroes Over Europe,Simulation,PS3,Ubisoft,Transmission Games,2009.0,0.16
9966,Ready 2 Rumble Revolution,Sports,Wii,Atari,10tacle Studios AG,2009.0,0.16
9967,SimEarth: The Living Planet,Simulation,SNES,FCI,Tomcat System,1993.0,0.16
9968,Sacred Citadel,Action,PC,Unknown,Southend Interactive,1993.0,0.16
9969,Culdcept SAGA,Role-Playing,X360,Namco Bandai,OmiyaSoft,2008.0,0.16
9970,Sengoku Basara: Chronicle Heroes,Action,PSP,Capcom,Access Games,2011.0,0.16
9971,The Wild Thornberrys: Chimp Chase,Action,GBA,THQ,Helixe,2001.0,0.16
9972,Rayman Legends,Platform,PSV,Ubisoft,Ubisoft Montpellier,2013.0,0.16
9973,Innocent Life: A Futuristic Harvest Moon,Simulation,PSP,Natsume,ArtePiazza,2007.0,0.16
9974,Power Stakes,Sports,PS,Aques,TOSE,1997.0,0.16
9975,Steins;Gate,Visual Novel,PC,Nitro+,Nitro+,2016.0,0.16
9976,Asteroids Hyper 64,Shooter,N64,Crave Entertainment,Syrox Developments,1999.0,0.16
9977,Buck Bumble,Action,N64,Ubisoft,Argonaut Games,1998.0,0.16
9978,California Speed,Racing,N64,Midway Games,Atari Games,1999.0,0.16
9979,Destruction Derby 64,Racing,N64,THQ,Looking Glass Studios,1999.0,0.16
9980,Fighters Destiny,Fighting,N64,Ocean,Opus Studio,1998.0,0.16
9981,Hydro Thunder,Racing,N64,Midway Games,Eurocom Entertainment Software,2000.0,0.16
9982,Jikkyou Powerful Pro Yakyuu Basic-han 2001,Sports,N64,Konami,Diamond Head,2001.0,0.16
9983,Space Invaders,Shooter,N64,Activision,"Z-Axis, Ltd.",1999.0,0.16
9984,Starcraft 64,Strategy,N64,Nintendo,Mass Media,2000.0,0.16
9985,The Powerpuff Girls: Chemical X-Traction,Action,N64,BAM! Entertainment,VIS Entertainment,2001.0,0.16
9986,Tom and Jerry in Fists of Furry,Fighting,N64,NewKidCo,VIS Entertainment,2000.0,0.16
9987,Wonder Project J2: Koruro no Mori no Josette,Simulation,N64,Enix,Givro Corporation,1996.0,0.16
9988,WRC 2: FIA World Rally Championship,Racing,PS3,Ubisoft,Milestone S.r.l,2011.0,0.16
9989,Legends of Chima: Laval's Journey,Action-Adventure,PSV,Warner Bros. Interactive Entertainment,TT Fusion,2013.0,0.16
9990,Finding Nemo: Escape to the Big Blue,Action,DS,THQ,Altron,2006.0,0.16
9991,Around The World in 80 Days,Puzzle,DS,PlayV,PlayV,2010.0,0.16
9992,Minna no DS Seminar: Kanpeki Kanji Ryoku,Misc,DS,TDK Core,TDK Core,2006.0,0.16
9993,Macross Ace Frontier,Simulation,PSP,Namco Bandai,ArtDink,2008.0,0.16
9994,Final Fantasy III,Misc,PC,Square Enix,Unknown,2014.0,0.16
9995,Solitaire Overload Plus,Misc,DS,Telegames,Cosmigo,2010.0,0.16
9996,Black & Bruised,Fighting,PS2,Majesco,Digital Fiction,2003.0,0.16
9997,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,Fighting,PSP,Namco Bandai,CyberConnect2,2008.0,0.16
9998,Take A Break's: Puzzle Master,Puzzle,DS,Ubisoft,Ubisoft,2009.0,0.16
9999,Spyro: Shadow Legacy,Action,DS,Vivendi Games,Amaze Entertainment,2005.0,0.16
10000,Blitz: The League,Sports,X360,Midway Games,Midway Games,2006.0,0.16
10001,.hack//G.U. Vol.2//Reminisce (jp sales),Role-Playing,PS2,Namco Bandai,CyberConnect2,2007.0,0.16
10002,Rapala Pro Fishing,Sports,XB,Activision,FUN Labs,2004.0,0.16
10003,Pro Baseball Spirits 2015,Sports,PS3,Konami Digital Entertainment,"Konami Digital Entertainment, Inc.",2015.0,0.16
10004,Ghost in the Shell: Stand Alone Complex,Adventure,PS2,Bandai,Cavia Inc.,2004.0,0.16
10005,Pillars of Eternity,Role-Playing,PS4,Paradox Interactive,Obsidian Entertainment,2017.0,0.16
10006,Ener-G: Dance Squad,Sports,DS,Ubisoft,Lexis Numerique,2008.0,0.16
10007,TNA iMPACT!,Fighting,Wii,Midway Games,Midway Studios Los Angeles,2008.0,0.16
10008,Apartment 666,Action-Adventure,PC,Unknown,I Need Play,2008.0,0.16
10009,Battle Soccer: Field no Hasha,Sports,SNES,Banpresto,Banpresto,1992.0,0.16
10010,Rudolph the Red-Nosed Reindeer,Action,DS,Crave Entertainment,Glyphic Entertainment,2010.0,0.16
10011,Scarface: Money. Power. Respect.,Strategy,PSP,Sierra Entertainment,Radical Entertainment,2006.0,0.16
10012,Sid Meier's Ace Patrol,Strategy,PC,2K Games,Firaxis Games,2013.0,0.16
10013,Yomawari: Night Alone,Adventure,PSV,NIS America,Nippon Ichi Software,2016.0,0.16
10014,FlatOut 2,Racing,PS2,Vivendi Games,Bugbear Entertainment,2006.0,0.16
10015,Custom Robo Arena,Fighting,DS,Nintendo,Noise Inc.,2007.0,0.16
10016,SUPERHOT VR,Shooter,PC,SUPERHOT Team,SUPERHOT Team,2017.0,0.16
10017,FIFA Soccer 96,Sports,PS,EA Sports,Extended Play Productions,1995.0,0.16
10018,Pro Yakyuu Famista Returns,Sports,3DS,Namco Bandai Games,Bandai Namco Games,2015.0,0.16
10019,NCAA Final Four 2001,Sports,PS,Sony Computer Entertainment,989 Sports,2000.0,0.16
10020,The Bard's Tale: Remastered and Resnarkled,Role-Playing,PC,Unknown,InXile Entertainment,2000.0,0.16
10021,Deadly Premonition: The Director's Cut,Action,PS3,Rising Star Games,Access Games,2013.0,0.16
10022,3rd Super Robot Wars Z: Tengoku-Hen,Action,PS3,Namco Bandai Games,Banpresto,2015.0,0.16
10023,J-League Jikkyou Winning Eleven 2000,Sports,PS,Konami,Konami,2000.0,0.16
10024,Vegas Party,Misc,Wii,Storm City Games,Game Life,2009.0,0.16
10025,Sid Meier's Civilization IV,Strategy,PC,2K Games,Firaxis Games,2005.0,0.16
10026,Eve: The Lost One,Adventure,SAT,Imagineer,C's Ware,1998.0,0.16
10027,Shaun White Skateboarding,Sports,X360,Ubisoft,Ubisoft Montreal,2010.0,0.16
10028,Disgaea 4: A Promise Unforgotten,Misc,PSV,NIS America,Unknown,2020.0,0.16
10029,Konami Krazy Racers,Racing,GBA,Konami,KCEK,2001.0,0.16
10030,Saturday Night Slam Masters,Fighting,SNES,Capcom,Capcom,1994.0,0.16
10031,The Walking Dead: Season One,Adventure,XOne,Telltale Games,Telltale Games,2014.0,0.16
10032,Valkyria Revolution,Role-Playing,PS4,Sega,Media.Vision,2017.0,0.16
10033,F-Zero: GP Legend,Racing,GBA,Nintendo,Suzak,2004.0,0.16
10034,Racing Lagoon - High Speed Driving RPG,Racing,PS,Square,SquareSoft,1999.0,0.16
10035,Field Commander,Strategy,PSP,Sony Online Entertainment,Sony Online Entertainment,2006.0,0.16
10036,Mr. Driller 2,Puzzle,GBA,Namco,Namco,2005.0,0.16
10037,WildStar,MMO,PC,Carbine Studios,Carbine Studios,2014.0,0.16
10038,NBA 2K12,Sports,PC,2K Sports,Visual Concepts,2011.0,0.16
10039,Burger Island,Simulation,DS,Destineer,TechFront,2008.0,0.16
10040,Imagine: Ice Champions,Sports,DS,Ubisoft,Spike Co.,2009.0,0.16
10041,J-League Pro Soccer Club o Tsukurou! 6: Pride of J,Sports,PSP,Sega,Sega,2009.0,0.16
10042,Ener-G Horse Riders,Sports,DS,Ubisoft,Lexis Numerique,2008.0,0.16
10043,"BCFX: The Black College Football Xperience, The Doug Williams Edition",Sports,X360,Aspyr,Nerjyzed Entertainment,2009.0,0.16
10044,Bendy and the Ink Machine,Puzzle,XOne,Rooster Teeth Games,TheMeatly Games,2018.0,0.16
10045,Dragon Ball: Origins 2,Action,DS,Namco Bandai,Game Republic,2010.0,0.16
10046,Left Brain Right Brain: Use Both Hands Train Both Sides,Misc,DS,Majesco,Japan Art Media,2007.0,0.16
10047,Pixel Puzzles 2: Anime,Puzzle,PC,DL Softworks,DL Softworks,2015.0,0.16
10048,Family Party: 30 Great Games Outdoor Fun,Misc,Wii,D3 Publisher,Tamsoft Corporation,2009.0,0.16
10049,DreadOut,Adventure,PC,Unknown,Digital Happiness,2009.0,0.16
10050,Yu-Gi-Oh! 5D's: Duel Transer,Strategy,Wii,Konami,Konami,2010.0,0.16
10051,Dynasty Warriors 8: Xtreme Legends,Misc,PS3,Tecmo Koei,Unknown,2014.0,0.16
10052,Mother Russia Bleeds,Misc,PC,Bandai Visual,Unknown,2016.0,0.16
10053,Power Rangers Double Pack,Action,GBA,THQ,THQ,2005.0,0.16
10054,Alien Breed 2: Assault,Shooter,PC,Team17 Software,Team17 Software,2010.0,0.16
10055,Shinobido 2: Revenge of Zen,Action,PSV,Namco Bandai,Acquire,2012.0,0.16
10056,Mugen Souls,Role-Playing,PS3,NIS America,Compile Heart,2012.0,0.16
10057,James Noir's Hollywood Crimes,Adventure,3DS,Ubisoft,Ubisoft,2011.0,0.16
10058,Naruto Powerful Shippuden,Action-Adventure,3DS,Namco Bandai Games,Namco Bandai Games,2013.0,0.16
10059,Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,Misc,PS,Syscom,Unknown,1998.0,0.16
10060,FIFA Soccer 97,Sports,PS,EA Sports,EA Canada,1996.0,0.16
10061,Just Sing!,Misc,DS,Conspiracy Entertainment,Engine Software,2010.0,0.16
10062,Transformer: Rise of the Dark Spark,Shooter,X360,Activision,Edge of Reality,2014.0,0.16
10063,Darksiders II,Action-Adventure,WiiU,THQ,Vigil Games,2012.0,0.16
10064,Overcooked! 2,Simulation,PS4,Sold Out,Ghost Town Games,2018.0,0.16
10065,Psychic Force,Fighting,PS,Acclaim Entertainment,Taito Corporation,1996.0,0.16
10066,Castlevania: Lords of Shadow - Mirror of Fate,Action-Adventure,3DS,Konami Digital Entertainment,Mercury Steam,2013.0,0.16
10067,The Adventures of Tintin: The Game,Adventure,3DS,Ubisoft,Ubisoft Montpellier,2011.0,0.16
10068,Trigger Man,Shooter,PS2,Crave Entertainment,Point of View,2004.0,0.16
10069,Night Forest,Platform,PC,Unknown,Brimo Studio,2004.0,0.16
10070,StarBlade Î±,Shooter,PS,Sony Computer Entertainment,Namco,1996.0,0.16
10071,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,Strategy,PSP,Namco Bandai,Bandai Namco Games,2008.0,0.16
10072,Time Hollow,Adventure,DS,Konami,Tenky,2008.0,0.16
10073,"I, Zombie",Strategy,PC,Unknown,Awesome Games Studio,2008.0,0.16
10074,Medieval Games,Action,Wii,Vir2L Studios,N-Fusion Interactive,2009.0,0.16
10075,Tiger Woods PGA Tour 2004,Sports,GC,EA Sports,EA Redwood Shores,2003.0,0.16
10076,LEGO The Hobbit,Action-Adventure,PSV,Warner Bros. Interactive Entertainment,TT Fusion,2014.0,0.16
10077,Yooka-Laylee,Platform,PC,Team17 Software,Playtonic Games,2018.0,0.16
10078,Gundam Breaker 2,Action,PSV,Namco Bandai Games,Namco Bandai Games,2014.0,0.16
10079,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,Action,PC,Unknown,Dejobaan Games,2014.0,0.16
10080,Metal Slug,Action,PC,Unknown,DotEmu,2014.0,0.16
10081,Amped 3,Sports,X360,2K Sports,2K Sports,2005.0,0.16
10082,Bomberman Land Touch! 2,Puzzle,DS,Hudson Entertainment,Hudson Soft,2008.0,0.16
10083,MotionSports: Adrenaline,Sports,PS3,Ubisoft,Ubisoft Vancouver,2011.0,0.16
10084,MX 2002 Featuring Ricky Carmichael,Racing,GBA,THQ,Tiertex Design Studios,2001.0,0.16
10085,Halo Triple Pack,Shooter,XB,Microsoft Game Studios,Bungie Studios,2005.0,0.16
10086,Lost In Woods 2,Simulation,PC,Unknown,Eugene Makashov,2005.0,0.16
10087,Chaotic: Shadow Warriors,Action,X360,Activision,Activision,2009.0,0.16
10088,My Baby 3 & Friends,Simulation,DS,Majesco,Nobilis,2010.0,0.16
10089,Sherlock Holmes vs. Jack the Ripper,Adventure,X360,DreamCatcher Interactive,Frogwares,2010.0,0.16
10090,Street Racer,Racing,PS,Ubisoft,Vivid Image,1996.0,0.16
10091,Jurassic Park: The Game,Action,X360,Unknown,Telltale Games,2011.0,0.16
10092,Wings of Prey,Simulation,PC,YuPlay,Gaijin Entertainment,2010.0,0.16
10093,NBA 2K3,Sports,GC,Sega,Visual Concepts,2002.0,0.16
10094,Tak and the Guardians of Gross,Action,Wii,THQ,Blitz Games,2008.0,0.16
10095,Monster House,Adventure,DS,THQ,Artificial Mind and Movement,2006.0,0.16
10096,Arcana Heart,Fighting,PS2,Atlus,Examu Inc.,2008.0,0.16
10097,NHL 2005,Sports,XB,EA Sports,EA Canada,2004.0,0.16
10098,We Dance,Misc,Wii,Nordic Games,Nordic Games,2011.0,0.16
10099,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,Sports,PSP,Konami,Konami,2010.0,0.16
10100,Xenoblade Chronicles 2: Torna ~ The Golden Country,Role-Playing,NS,Nintendo,Monolith Soft,2018.0,0.16
10101,Battlestar Galactica,Simulation,PS2,VU Games,Warthog,2003.0,0.16
10102,Melody's Escape,Misc,PC,Unknown,Unknown,2014.0,0.16
10103,The Amazing Spider-Man (2012),Action-Adventure,Wii,Activision,Beenox,2012.0,0.16
10104,Kingdom Hearts: Birth by Sleep - Final Mix,Role-Playing,PSP,Square Enix,Square Enix,2011.0,0.16
10105,Skylanders Giants,Misc,3DS,Activision,n-Space,2012.0,0.16
10106,Godzilla Unleashed,Fighting,Wii,Atari,"Pipeworks Software, Inc.",2007.0,0.16
10107,Toriko: Gourmet Monsters!,Role-Playing,3DS,Namco Bandai Games,Namco Bandai Games,2012.0,0.16
10108,Imagine: Music Fest,Simulation,DS,Ubisoft,Handheld Games,2009.0,0.16
10109,The Incredible Hulk: The Pantheon Saga,Action,PS,Eidos Interactive,Attention To Detail,1997.0,0.16
10110,Metal Gear Solid V: The Phantom Pain,Action-Adventure,X360,Konami Digital Entertainment,Kojima Productions,2015.0,0.16
10111,The Idolm@ster 2,Misc,PS3,Bandai,Bandai Namco Games,2011.0,0.16
10112,Bleach: Dark Souls,Fighting,DS,Sega,"Treasure Co., Ltd.",2008.0,0.16
10113,Gravity Rush Remastered,Action-Adventure,PS4,Sony Computer Entertainment,Bluepoint Games,2016.0,0.16
10114,AC/DC LIVE: Rock Band Track Pack,Misc,PS2,MTV Games,Harmonix Music Systems,2008.0,0.16
10115,Senran Kagura: Shoujotachi no Shinei,Action,3DS,Marvelous Interactive,Marvelous Interactive,2011.0,0.16
10116,Tales of Destiny: Director's Cut,Role-Playing,PS2,Namco Bandai,Namco Tales Studio,2008.0,0.16
10117,He-Man: Power of Grayskull,Action,GBA,TDK Mediactive,Taniko,2002.0,0.16
10118,Bridge Constructor Portal,Puzzle,PC,Unknown,ClockStone,2002.0,0.16
10119,Rondo of Swords (US sales),Role-Playing,DS,Atlus,Success,2008.0,0.16
10120,Polaris SnoCross,Racing,PS,Vatical Entertainment,Vicarious Visions,2000.0,0.16
10121,Wing Commander III: Heart of the Tiger,Action,PS,Electronic Arts,Origin Systems,1996.0,0.16
10122,Mat Hoffman's Pro BMX 2,Sports,GBA,Activision,HotGen Studios,2002.0,0.16
10123,Fist of the North Star: Ken's Rage,Action,X360,Tecmo Koei,Tecmo Koei Games,2010.0,0.16
10124,Destiny 2,Shooter,PC,Activision,Bungie,2017.0,0.16
10125,Batman: Arkham Origins Blackgate,Action-Adventure,PC,Warner Bros. Interactive Entertainment,Armature Studio,2014.0,0.16
10126,Lufia: Curse of the Sinistrals,Role-Playing,DS,Natsume,Neverland Company,2010.0,0.16
10127,Muppet RaceMania,Racing,PS,Midway Games,Traveller's Tales,2000.0,0.15
10128,Namco Museum Vol.5,Misc,PS,Namco,Namco,1997.0,0.15
10129,Courier Crisis,Racing,PS,GT Interactive,New Level Software,1997.0,0.15
10130,The Polynomial - Space of the Music,Shooter,PC,Unknown,Dmytry Lavrov,2009.0,0.15
10131,Chessmaster: The Art of Learning,Misc,DS,Ubisoft,Ubisoft,2007.0,0.15
10132,Icewind Dale,Role-Playing,PC,Interplay,Black Isle Studios,2000.0,0.15
10133,Digimon Battle Spirit 2,Fighting,GBA,Bandai,Dimps Corporation,2003.0,0.15
10134,Winning Post 3,Sports,PS,KOEI,Koei,1998.0,0.15
10135,Driven,Racing,PS2,BAM! Entertainment,BAM! Entertainment,2001.0,0.15
10136,Space Camp,Action,DS,Activision,7 Studios,2009.0,0.15
10137,Saw II: Flesh & Blood,Action,X360,Konami,Zombie Studios,2010.0,0.15
10138,Tap Heroes,Role-Playing,PC,Unknown,VaragtP,2010.0,0.15
10139,Blitz: The League II,Sports,PS3,Midway Games,Midway Games,2008.0,0.15
10140,Tears to Tiara II: Heir of the Overlord,Visual Novel,PS3,NIS America,Sting,2014.0,0.15
10141,"Warhammer 40,000: Fire Warrior",Shooter,PS2,THQ,Kuju Entertainment,2003.0,0.15
10142,Bust-A-Move Bash!,Puzzle,Wii,Majesco,Happy Happening,2007.0,0.15
10143,Holy Potatoes! A Weapon Shop?!,Simulation,PC,Daedalic Entertainment,Daylight Studios,2015.0,0.15
10144,All-Pro Football 2K8,Sports,PS3,2K Sports,Visual Concepts,2007.0,0.15
10145,Hot Wheels: Battle Force 5,Racing,DS,Activision,Sidhe Interactive,2009.0,0.15
10146,Dragon's Lair Trilogy,Adventure,Wii,Destineer,Digital Leisure Inc.,2010.0,0.15
10147,Dynasty Warriors 8: Empires,Action,X360,Tecmo Koei,Omega Force,2013.0,0.15
10148,Stormrise,Strategy,X360,Sega,The Creative Assembly,2009.0,0.15
10149,Birds of Steel,Simulation,X360,Konami Digital Entertainment,Gaijin Games,2012.0,0.15
10150,MTV Music Generator 2,Misc,PS2,Codemasters,Jester Interactive,2001.0,0.15
10151,PixelJunk Eden,Platform,PC,Unknown,Q-Games,2001.0,0.15
10152,PaRappa The Rapper,Misc,PSP,Sony Computer Entertainment,epics,2007.0,0.15
10153,Super Sanctum TD,Strategy,PC,Unknown,Coffee Stain Studios,2007.0,0.15
10154,Ultimate Spider-Man,Action,DS,Activision,Vicarious Visions,2005.0,0.15
10155,Yeti Adventure,Platform,PC,Unknown,Unknown,2005.0,0.15
10156,Burnout 2: Point of Impact,Racing,GC,Acclaim Entertainment,Criterion Games,2003.0,0.15
10157,Assassin's Creed Rogue Remastered,Action-Adventure,PS4,Ubisoft,Ubisoft,2018.0,0.15
10158,Paris-Dakar Rally,Racing,PS2,Acclaim Entertainment,Broadsword Interactive,2001.0,0.15
10159,The Banner Saga 2,Role-Playing,PC,Versus Evil,Stoic Studio,2016.0,0.15
10160,Active Life Explorer,Sports,Wii,Namco Bandai,Namco Bandai Games,2010.0,0.15
10161,Mitsurugi Kamui Hikae,Action-Adventure,PC,Unknown,Zenith Blue,2010.0,0.15
10162,Doctor Who: Evacuation Earth,Adventure,DS,Unknown,Asylum Entertainment,2010.0,0.15
10163,Alchemyland,Role-Playing,PC,Unknown,azimut team,2010.0,0.15
10164,Karaoke Revolution Glee: Volume 3,Misc,X360,Konami,Hijinx Studios,2011.0,0.15
10165,Atelier Iris: Eternal Mana,Role-Playing,PS2,NIS America,Gust,2005.0,0.15
10166,Blinx 2: Masters of Time & Space,Platform,XB,Microsoft Game Studios,Artoon,2004.0,0.15
10167,Rabi-Ribi,Action-Adventure,PC,Unknown,CreSpirit,2004.0,0.15
10168,Family Party: Fitness Fun,Sports,Wii,D3 Publisher,Tamsoft Corporation,2010.0,0.15
10169,The Orb Chambers II,Platform,PC,Unknown,StarSystemStudios,2010.0,0.15
10170,Wolfenstein: The Old Blood,Shooter,XOne,Bethesda Softworks,MachineGames,2015.0,0.15
10171,Dragon Ball Z: Harukanaru Densetsu (JP sales),Role-Playing,DS,Atari,Bec,2007.0,0.15
10172,WordJong,Puzzle,DS,Destineer,Magellan Interactive,2007.0,0.15
10173,Just Dance 2019,Music,XOne,Ubisoft,Ubisoft Paris,2018.0,0.15
10174,28 Waves Later,Action-Adventure,PC,Unknown,Dagestan Technology,2018.0,0.15
10175,Arcade Zone,Misc,Wii,Activision,Ivolgamus UAB,2009.0,0.15
10176,Tak: The Great Juju Challenge,Platform,GC,THQ,Avalanche Software,2005.0,0.15
10177,Scripps Spelling Bee,Simulation,DS,THQ,"Webfoot Technologies, Inc.",2010.0,0.15
10178,Bomberman,Puzzle,PSP,Konami,Hudson Soft,2006.0,0.15
10179,"Go, Diego, Go! Safari Rescue",Adventure,DS,2K Play,Black Lantern Studios,2007.0,0.15
10180,Mr.President!,Action-Adventure,PC,Unknown,Game Developer X,2007.0,0.15
10181,Major League Baseball 2K11,Sports,Wii,2K Sports,Visual Concepts,2011.0,0.15
10182,Knockout Kings 2003,Sports,GC,EA Sports,NEW Corporation,2002.0,0.15
10183,NCAA Football 2004,Sports,GC,EA Sports,EA Tiburon,2003.0,0.15
10184,The Godfather: Blackhand Edition,Adventure,Wii,Electronic Arts,EA Redwood Shores,2007.0,0.15
10185,XGIII: Extreme G Racing,Racing,GC,Acclaim Entertainment,Acclaim Studios Cheltenham,2001.0,0.15
10186,Z.H.P. Unlosing Ranger vs Darkdeath Evilman,Role-Playing,PSP,NIS America,Nippon Ichi Software,2010.0,0.15
10187,Earth Defense Force 2025,Shooter,X360,D3Publisher,Sandlot,2014.0,0.15
10188,Crush3D,Platform,3DS,Sega,ZoÃ« Mode,2012.0,0.15
10189,Masked Shooters 2,Shooter,PC,Unknown,FreezeNova,2012.0,0.15
10190,Chou Megami Shinkou Noire Gekishin Black Heart,Misc,PSV,Idea Factory,Unknown,2015.0,0.15
10191,Digimon World 4,Role-Playing,PS2,Bandai,Bandai,2005.0,0.15
10192,Disney's Story Studio: Disney's Mulan,Misc,PS,NewKidCo,Disney Interactive Studios,1999.0,0.15
10193,Home Run,Sports,2600,Atari,Atari,1978.0,0.15
10194,KLAX,Puzzle,2600,Atari,Atari,1990.0,0.15
10195,Pressure Cooker,Action,2600,Activision,Activision,1983.0,0.15
10196,Saturn Bomberman,Puzzle,SAT,Sega,Hudson Soft,1997.0,0.15
10197,Jikkyou Powerful Pro Yakyuu Portable,Sports,PSP,Konami,PawaPuro Productions,2006.0,0.15
10198,Oreshika: Tainted Bloodlines,Role-Playing,PSV,Sony Computer Entertainment,Alfa System,2015.0,0.15
10199,Cave Story+,Platform,NS,Nicalis,Studio Pixel,2017.0,0.15
10200,NHL 2K10,Sports,PS3,2K Sports,Visual Concepts,2009.0,0.15
10201,Space Incident,Action-Adventure,PC,Unknown,Vogd3,2009.0,0.15
10202,Infected,Shooter,PSP,Majesco,Planet Moon Studios,2005.0,0.15
10203,American Chopper,Racing,XB,Activision,Creat Studio,2004.0,0.15
10204,Oddworld: Stranger's Wrath HD,Shooter,PC,Unknown,Oddworld Inhabitants,2004.0,0.15
10205,NBA 09: The Inside,Sports,PS3,Sony Computer Entertainment,SCE San Diego Studio,2008.0,0.15
10206,Cars: Race-O-Rama,Racing,X360,THQ,Rainbow Studios,2009.0,0.15
10207,Gunslingers,Shooter,Wii,Valcon Games,Neko Entertainment,2011.0,0.15
